"","name_text","id","more_info","desc","emails","category","logo","fb"
"57","American Water Works Association-Water Environment Federation Student Chapter","grpl_4d9c1a0c00a65ffcb7cc9376dbe619a9","?mode=form&id=4d9c1a0c00a65ffcb7cc9376dbe619a9&tab=profile","The purpose of the Chapter has three aspects. First, the Chapter will support and promote students’ development in both the professional and academic realms. Second, the Chapter will foster connections between students and  the professional engineering and science community.  Lastly, the Chapter will promote fun and interesting activities to keep students involved and interested.","awwawef@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/311/3115d0d964c2fcb90615375b3829fa36.jpg","https://www.facebook.com/University-of-Washington-AWWA-WEF-177793188938647/"
"58","Amnesty International UW","grpl_c0aa7296d2590315c4a64e42251d3d85","?mode=form&id=c0aa7296d2590315c4a64e42251d3d85&tab=profile","Amnesty International works to uphold the global integrity of human rights through grassroots organization. Using The Universal Declaration of Human Rights as a guide, AIUW seeks to raise awareness of limit human rights abuses and infringements both domestic and abroad by means of political pressure and education of our peers.","amnesty@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/68a/68a8c21b0a6ea9ee2ee53465be26fd0f.jpg","https://www.facebook.com/AmnestyInternationalUW/?fref=ts"
"59","Ancient Chinese Association","grpl_c3b73d3b1bbebe94ec102c8dd3650ddc","?mode=form&id=c3b73d3b1bbebe94ec102c8dd3650ddc&tab=profile","The purpose of Ancient Chinese Association is to recognize and promote ancient Chinese traditions and culture. This association will not be limited to only Chinese people, but to all gender and races in University of Washington. There will also be educational purposes applied such as ancient Chinese history, fashion, etc. ","acauw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/081/081ec391c0dc0bb58029e6a9484b7c22.jpg","https://www.facebook.com/acauw/"
"60","Anime Discovery Project","grpl_14459000848e981657c84c1d4c0c9960","?mode=form&id=14459000848e981657c84c1d4c0c9960&tab=profile","To educate about Japanese culture through visual media.","adp@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/879/87908521e25db0d3c324b92efa0b8116.jpg","https://www.facebook.com/AnimeDP/"
"61","Anti Cinema Cinema Club","grpl_fe1c410c120940d0cc1efd4d17c7a40a","?mode=form&id=fe1c410c120940d0cc1efd4d17c7a40a&tab=profile","For appreciating underappreciated movies, and for fun and bonding",NA,"RECREATION","https://uws-community.symplicity.com/files/fb9/fb983b3876df0ff34ff0ac7533794f67.bmp",NA
"62","Arab Student Association at The University of Washington","grpl_5f1fabed306a6949cb7bc984729dc890","?mode=form&id=5f1fabed306a6949cb7bc984729dc890&tab=profile","The Arab Student Association at the University of Washington aims to unite and serve the Arab community on campus. The ASA shall act as a bridge between the Arab community and non-Arab community by educating the general populace about Arab culture and heritage. We are committed to acceptance and peace as we aim to serve both Arabs and non-Arabs through our events and mission to enrich our campus with diversity.",NA,"CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/553/5535b1c8e5347aba0c91ee6b93dae980.jpg","https://www.facebook.com/groups/155620818441902/"
"63","ArLiSNAP","grpl_caf5446695675e8e075da57c3d303e9d","?mode=form&id=caf5446695675e8e075da57c3d303e9d&tab=profile","ArLiISNAP is a forum for exploring the creative arts, with a special focus on the intersections between art, librarianship, and information. ArLiSNAP is open to all members of the UW iSchool community.","arlisnap@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/9d9/9d94967cd8399317919277bb7feb8fd8.jpg","https://www.facebook.com/groups/179256222259443/"
"64","Armenian Student Association at the University of Washington","grpl_6eb8184a6f1edef12b0031267aa6f3f3","?mode=form&id=6eb8184a6f1edef12b0031267aa6f3f3&tab=profile","This RSO is to promote and educate Armenian culture. Bringing Armenian students and Armenians of all ages in the community to gather and others who want to contribute to the society It is a new way of teaching Armenian culture through youth!","armsocuw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/e29/e29454d69e641bc072bc6b13cd6bb664.jpg","Armenian Society at UW"
"65","Arnold Air Society","grpl_67508944f204e8bb294ed91e1e4ba94e","?mode=form&id=67508944f204e8bb294ed91e1e4ba94e&tab=profile","Arnold Air Society is a professional, honorary service organization advocating the support of aerospace power.","matheson@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/545/54503b244393e387f4915be4a28ee939.png",NA
"66","Artificial Intelligence and Morality Society","grpl_17149ce9eb7ceb37bc1291216ec8d9b1","?mode=form&id=17149ce9eb7ceb37bc1291216ec8d9b1&tab=profile","Through a series of discussions based on films, tv series, novels, we will start to pinpoint what it means to
possess moral values and how we can apply that to AI’s. The aim of this club is to gain a deeper
understanding of what it means to have a moral conscious and ambitiously develop a plan or idea to apply this
to AI’s.",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/745/74557b72df39f2b210de612c3984dc3a.jpg",NA
"67","Arts Diversity Council","grpl_e4cf3e9cbec5c8d754761dffe5c0e1e8","?mode=form&id=e4cf3e9cbec5c8d754761dffe5c0e1e8&tab=profile","The purpose of this organization is to create an encouraging, comfortable and uplifting space where students of color in the arts can express themselves and their concerns. It is also to network with other artists from different disciplines and to build community.",NA,"SPECIAL INTEREST","https://uws-community.symplicity.com/files/7ca/7ca229d1811fcf5fffb5e2a8928c8819.png",NA
"68","Ascend UW","grpl_481847a1473ef2e25b35aef1119f2b08","?mode=form&id=481847a1473ef2e25b35aef1119f2b08&tab=profile","The purpose of Ascend UW is to cultivate students of Pan-Asian descent into potential business leaders in the greater Seattle area. Our focus is to help members network with professionals, develop their soft skills and guide them towards success as future business leaders.","uwascend@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/af2/af28c466af05eefed45d1ed350c09d55.png","https://www.facebook.com/AscendAtUW/"
"69","Asian American Christian Fellowship","grpl_ff565bf15c6f746a91d4c8d2865d93e6","?mode=form&id=ff565bf15c6f746a91d4c8d2865d93e6&tab=profile","To reach into the collegiate community, primarily to those who are Asian Pacific Americans, with the life changing message of Jesus Christ","uwaacf@gmail.com","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/6b1/6b17c160a58a1388a7650ed872483c17.png",NA
"70","Asian American Intervarsity Christian Fellowship","grpl_eb03b957a430c02ff7a62cf0db6b0b3d","?mode=form&id=eb03b957a430c02ff7a62cf0db6b0b3d&tab=profile","Outreaching to the greater Asian American community on campus with the intent of engaging students in the Gospel of Jesus Christ by emphasizing the development of Asian American ethnic identity and creating community.","aaiv@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/961/9613af0d58049a2f0d55abffecbdc255.jpg","https://www.facebook.com/aaivuw/"
"71","Asian Americans in the Media","grpl_5e00db2b7267034083344c967a9d4ba5","?mode=form&id=5e00db2b7267034083344c967a9d4ba5&tab=profile","Asian Americans in the Media is a platform for young Asian American artists, that love to create and express. We aim to create a space for Asian Americans to collaborate and grow together, in their artistic abilities and endeavors. Whether its taking a workshop together, hosting speakers and panels, or going on shoots together, we want to build a community that empowers Asian American artists and their talents. We also want to spark change, through spreading awareness and educating our peers about the issues that Asian Americans experience in the world of media and entertainment.","aamedia@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/d00/d001e934f47c7f4c6b870899b0de446f.png","https://www.facebook.com/Asian-American-in-Media-190363925022771/"
"72","Asian Business Student Organization","grpl_d776954256c1e90eff46e8fbdbb03f4a","?mode=form&id=d776954256c1e90eff46e8fbdbb03f4a&tab=profile","ABSA strives to help students utilize their cultural backgrounds as strengths in the business world while providing them with the resources and connections necessary to succeed.","absa@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/568/568832661ff5992b07a143ef802a0731.png","https://www.facebook.com/uwabsa"
"73","Asian Pacific American Medical Student Association","grpl_8ac9496571d9020812e568f43d312a0d","?mode=form&id=8ac9496571d9020812e568f43d312a0d&tab=profile","Our mission is to represent Asian Pacific Islander American concerns and aspirations in the health care community at the University of Washington.","apamsa@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/d8a/d8a645679beed2d11e5c4d503918144f.png","https://www.facebook.com/nationalapamsa"
"74","Asian/Pacific American Law Students Association","grpl_88b6343c7bc23d2d56eec6e4c8d4236f","?mode=form&id=88b6343c7bc23d2d56eec6e4c8d4236f&tab=profile","The Asian/Pacific American Law Students Association (APALSA) was formed to organize, support, and promote the concerns within Asian and Pacific Islander minorities in the legal profession and to increase ethnic diversity and awareness in the law school and legal profession.","apalsa@uw.edu","LAW","https://uws-community.symplicity.com/files/179/17951aacd7112b079e50fd06e01c0d9a.png",NA
"75","Asians and Pacific Islanders Cares about Mental Health","grpl_b60098dbd63ea62e70252244d45d1958","?mode=form&id=b60098dbd63ea62e70252244d45d1958&tab=profile","1.	To raise awareness while reducing stigma around mental health in API communities via workshops, events etc.
2.	Transforming narratives of trauma and pain into ones of strength and resilience.
3.	To connect the UW API community with the greater-Seattle API community to foster community education, engagement, and ultimately, empowerment.","apicares@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/78f/78fba2c72110b33c23adb516ee048dd0.png",NA
"76","Association for Computing Machinery","grpl_aa6c1820c2aec157acb5ffb35e6aec73","?mode=form&id=aa6c1820c2aec157acb5ffb35e6aec73&tab=profile","The purpose of UW ACM is to connect CSE students with peers, faculty, staff, and industry, and provide students with the resources and skills they need to succeed. UW ACM acts as a gateway for students to make a difference in the department.","acm-officers@cs.washington.edu","ENGINEERING","https://uws-community.symplicity.com/files/e5b/e5b9ca547601e23b3136b57f2004199d.png","https://www.facebook.com/uwacm/"
"77","Association for Computing Machinery Women","grpl_b7f10cd6b30e6df67ccb7fa78ba9ec9d","?mode=form&id=b7f10cd6b30e6df67ccb7fa78ba9ec9d&tab=profile","ACM-W supports, celebrates, and advocates internationally for the full engagement of women in all aspects of the computing field, providing a wide range of programs and services to ACM members and working in the larger community to advance the contributions of technical women.","acmwuw@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/de6/de60ee57b071203049c087fec5229488.jpg",NA
"78","Association for Women in Communications","grpl_2676beafda7d8eda06277a55ed67d0d3","?mode=form&id=2676beafda7d8eda06277a55ed67d0d3&tab=profile","The purpose of AWC is to connect students on our campus who are interested in any field associated with a Communications or Journalism degree with professionals in the workforce through monthly meetings, workshops, work site tours. We work closely with the AWC Professional Chapter.","uwawc@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/541/54112057b6d69459a4e87e4b8fe9eb3a.png","https://www.facebook.com/AWCatUW"
